feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RN-06487/2018,http://www.ivanildosouza.com/2018_10_02_archive.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3371,carlos eduardo,0.2343,robinson faria,0.0864,brenno queiroga,0.0129,carlos alberto medeiro,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,http://www.ivanildosouza.com/2018_10_02_archive.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.36,carlos eduardo,0.2471,robinson faria,0.1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,http://www.ivanildosouza.com/2018_10_02_archive.html,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,fernando haddad,0.3312,jair bolsonaro,0.2294,ciro gomes,0.0241,marina silva,0.0229,joao amoedo,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,https://barrigudanews.blogspot.com/2018/10/eleicoes-para-o-senado-pesquisa.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,capitao styverson,0.33,dra. Zenaide maia,0.2635,garibaldi filho,0.2505,geraldo melo,0.1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,https://blogdecearamirim.blogspot.com/2018/10/fatima-lidera-todas-as-pesquisas-e-pode.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.479,carlos eduardo,0.3293,robinson faria,0.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,https://nominuto.com/noticias/eleicoes/consult98fm-aponta-possibilidade-de-eleicao-no-rn-ser-decidida-no-1-turno/175717/,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.36,carlos eduardo,0.2471,robinson faria,0.1147,brenno queiroga,0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,https://www.focoelho.com/2018/10/pesquisa-consult-mostra-ivan-junior-na.html,RN,RIO GRANDE DO NORTE,1,DE,1.0,,,ezequiel ferreira,0.0253,tomba farias,0.0212,nelter queiroz,0.0165,getulio rego,0.0153,larissa rosado,0.0141,raimundo fernandes,0.0135,ivan junior,0.0129,terezinha maia,0.0124,george soares,0.0106,marcia maia,0.0106,dr. Bernando,0.0106,gorete silveira,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06624/2018,https://blogseridonoar.com.br/pesquisa-que-foi-encomendada-pela-band-natal-e-sera-divulgada-hoje-foi-feita-ha-quase-20-dias/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06811/2016,http://blogdobarreto.com.br/jornalista-mostra-que-rosalba-usa-pesquisas-antigas-para-mostrar-cenario-irreal-ao-eleitor/,RN,MOSSORÓ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07286/2016,http://www.cnovos.com/2016/09/,RN,CURRAIS NOVOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,http://www.caraubasnews.com/2018_07_29_archive.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2806,carlos eduardo,0.1653,robinson faria,0.0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogafonte.com.br/2018/08/04/gilvan-alves-permanece-entre-os-mais-citados-nas-pesquisas-para-deputado-federal/,RN,RIO GRANDE DO NORTE,1,DF,1.0,,,walter alves,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,jair bolsonaro,0.1718,candidato do pt,0.1153,ciro gomes,0.0971,marina silva,0.0588,geraldo alckmin,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,S,1.0,,,garibaldi alves filho,0.125,capitao styvenson,0.1079,geraldo melo,0.083,zenaide maia,0.0794,magnolia figueiredo,0.0297,antonio jacome,0.0285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,S,1.0,,,geraldo melo ,0.0988,zenaide maia,0.0682,capitao styvenson,0.0653,garibalde alves,0.0494,magnolia figueiredo,0.0365,antonio jacome,0.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,S,1.0,,,garibaldi alves filho,0.2006,capitao styvenson,0.1506,zenaide melo,0.0671,antonio jacome,0.0265,magnolia figueiredo,0.0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,G,1.0,,,carlos eduardo,0.3382,robinson faria,0.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3294,carlos eduardo,0.2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3782,robinson faria,0.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogatransparencia.blogspot.com/2018/,RN,RIO GRANDE DO NORTE,1,G,0.0,,,fatima bezerra,0.0824,carlos eduardo,0.0459,robinson faria,0.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://blogdovt.com/ivan-junior-ocupa-o-primeiro-lugar-no-psd-para-deputado-estadual/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-07984/2018,https://www.jairsampaio.com/nelter-queiroz-e-o-candidato-preferido-no-serido-na-corrida-ao-legislativo-estadual/,RN,RIO GRANDE DO NORTE,1,DE,1.0,,,tomba,0.0112,getulio rego,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08156/2016,http://blog.tribunadonorte.com.br/heitorgregorio/tag/eleicoes-2016/page/8/,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08371/2016,https://marcosdantas.com/consult-em-santana-do-matos-61-nao-votara-em-macedo-do-pt/,RN,SANTANA DO MATOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08371/2016,https://marcosdantas.com/dr-junior-lidera-com-folga-pesquisa-consult-em-santana-do-matos/,RN,SANTANA DO MATOS,1,P,1.0,,,dr. Junior,0.521,lardjane,0.224,macedo,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08371/2016,https://marcosdantas.com/dr-junior-lidera-com-folga-pesquisa-consult-em-santana-do-matos/,RN,SANTANA DO MATOS,1,P,0.0,,,dr. Junior,0.438,lardjane,0.183,macedo,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08377/2018,http://www.bloglucianoseixas.com/2018/05/pesquisa-consult98fm-mostra-lideranca.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,garibaldi alves filho,0.1106,zenaide de maia,0.1024,jose agripino,0.0747,geraldo melo,0.055,magnolia figueiredo,0.0333,ney lopes,0.0229,antonio jacome,0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08377/2018,http://www.ivanildosouza.com/2018/05/,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2929,carlos eduardo,0.1888,robinson faria,0.0906,fabio dantas,0.0312,carlos alberto,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08377/2018,https://tenentelaurentinoagora.blogspot.com/2018/05/consult98fm-sem-lula-bolsonaro-lidera.html,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,lula,0.4259,jair bolsonaro,0.1394,ciro gomes,0.0376,flavio rocha,0.0329,marina silva,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08377/2018,https://www.blogdojoaomarcolino.com/2018/05/consult98fm-robinson-e-rejeitado-por.html,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08377/2018,https://wwwriachueloemacao.blogspot.com/2018/05/arrombou-em-mais-uma-pesquisa-de.html,RN,RIO GRANDE DO NORTE,1,DF,1.0,,,walter alves,0.0159,fabio faria,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,http://www.canguaretamadefato.com/2018/09/eleicao-2018-pesquisa-consult-styvenson.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,styvenson,0.2729,garibaldi filho,0.2094,zenaide maia,0.1729,gerlado melo,0.1443,jacome,0.0618,magnolia,0.0359,alexandre motta,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,http://www.ofachodegrossos.com/2018/09/pesquisa-confirma-allyson-bezerra-esta.html,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,https://defato.com/cesarsantos/61001/ftima-lidera-com-32-e-carlos-eduardo-o-segundo-com-1765,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.32,carlos eduardo,0.1765,robinson faria,0.1053,brenno queiroga,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,https://defato.com/cesarsantos/61001/ftima-lidera-com-32-e-carlos-eduardo-o-segundo-com-1765,RN,RIO GRANDE DO NORTE,1,G,0.0,,,fatima bezerra,0.188,carlos eduardo,0.083,robinson faria,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,https://elvisbezerra.blogspot.com/2018/09/tomba-farias-lidera-mais-uma-pesquisa.html,RN,RIO GRANDE DO NORTE,1,DE,1.0,,,tomba,0.0171,ezequiel rego,0.0124,nelter queiroz,0.0106,ivan junior,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08648/2018,https://guamarenatela.blogspot.com/2018/09/pesquisa-para-deputado-federal-walter-e.html,RN,RIO GRANDE DO NORTE,1,DF,1.0,,,walter alves,0.0324,benes leocadio,0.0188,fabio faria,0.0171,mineiro,0.0165,jose agripino,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08698/2016,http://www.vlaudeyliberato.com/2018/06/02/,RN,SÃO JOSÉ DO CAMPESTRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08698/2016,https://blogdejoaonelo.blogspot.com/2018/06/eleicao-suplementar-fiscalizacao-esta.html,RN,SÃO JOSÉ DO CAMPESTRE,1,P,1.0,,,luciano,0.4159,nenen borges,0.4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-08698/2016,https://jardilinonews.blogspot.com/2018/06/pesquisa-consult-mostra-crescimento-de.html,RN,SÃO JOSÉ DO CAMPESTRE,1,P,1.0,,,luciano,0.4318,nenen borges,0.4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09438/2016,https://wwwriachueloemacao.blogspot.com/2016/09/segundo-consult-felipinho-teria.html,RN,CAIÇARA DO RIO DO VENTO,1,P,1.0,,,felipe muller,0.571,ceiça lisboa,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09438/2016,https://wwwriachueloemacao.blogspot.com/2016/09/sobre-credibilidade-da-pesquisa.html,RN,CAIÇARA DO RIO DO VENTO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09862/2016,http://costabrancanews.com/consult-mostra-que-carlos-eduardo-estaria-reeleito-no-primeiro-turno-se-a-eleicao-fosse-hoje/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.545,fernando mineiro,0.063,marcia maia,0.063,kelps lima,0.051,roberio paulino,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09862/2016,http://costabrancanews.com/consult-mostra-que-carlos-eduardo-estaria-reeleito-no-primeiro-turno-se-a-eleicao-fosse-hoje/,RN,NATAL,1,P,0.0,,,carlos eduardo,0.478,fernando mineiro,0.038,marcia maia,0.033,roberio paulino,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09862/2016,http://www.kallynakelly.com.br/2016/09/,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09889/2016,http://www.edilsonsilva.com/categoria/natal/page/9/,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09889/2016,http://www.fotoreporterrn.com/2016/07/11/,RN,NATAL,1,P,0.0,,,carlos eduardo,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-09889/2016,http://www.fotoreporterrn.com/2016/07/11/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.394,roberio paulino,0.042,fernando mineiro,0.041,marcia maia,0.035,rogerio marinho,0.033,kelps lima,0.03,jaco jacome,0.025,rafael mota,0.019,walter alves,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00001/2014,https://issuu.com/altomadeira/docs/21-04-2014,RO,RONDÔNIA,1,G,0.0,,,expedito junior,0.115,confucio moura,0.066,padre tom,0.055,alex testoni,0.051,mourao carvalho,0.036,neodi carlos,0.032,professor jderson,0.028,acir gurgack,0.02,iva cassol,0.02,ze bianco,0.016,pimenta de rondonia,0.016,adelino folador,0.012,lindomar garçon,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00001/2014,https://issuu.com/altomadeira/docs/21-04-2014,RO,RONDÔNIA,1,S,1.0,,,expedito junior,0.247,fatima cleide,0.181,acir gurgack,0.134,moreira mendes,0.073,agnaldo muniz,0.073,cleyton roque,0.033,aluizio vidal,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00001/2014,https://issuu.com/altomadeira/docs/22-01-2014,RO,RONDÔNIA,1,G,0.0,,,expedito junior,0.0974,confucio moura,0.0863,alex testoni,0.0752,padre tom,0.0555,mourao carvalho,0.0555,ivo cassol,0.0456,neodi carlos,0.0432,adelino follador,0.0222,jose bianco,0.0197,acir gurgack,0.0173,professor jaderson,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00001/2014,https://issuu.com/altomadeira/docs/22-01-2014,RO,RONDÔNIA,1,DF,0.0,,,marinha raupp,0.043,ze bianco,0.0331,nilton capixada,0.0222,edgar do boi,0.0185,luiz claudio,0.016,everaldo fogaça,0.0136,agnaldo muniz,0.0136,juarez jardim,0.36,mario portugues,0.0123,alan queiroz,0.0123,guilherme erse,0.0123,chagas da tv,0.0123,mourao de carvalho,0.0111,amir lando,0.0111,scheila cassol,0.0111,mariana carvalho,0.0111,flavio lemos,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00003/2012,http://www.carvalhofurtadoadv.com.br/2019/10/29/honorarios/,RO,CASTANHEIRAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00005/2012,http://doczz.com.br/doc/170174/visualizar-abrir---trt-da-3%C2%AA-regi%C3%A3o,RO,ROLIM DE MOURA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00007/2012,https://www.arquivojudicial.com/processo/cw4z9kbCh,RO,CANDEIAS DO JAMARI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00009/2012,http://www.radaroficial.com.br/d/5463007031197696,RO,NOVA MAMORÉ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00009/2014,http://www.folharondoniense.com.br/politica/4a-pesquisa-geral-assembleia-legislativa-de-rondonia/,RO,RONDÔNIA,1,DE,1.0,,,zequinha araujo,0.044,euclides maciel,0.035,adelino folador,0.023,cleiton roque,0.019,aelcio da tv,0.018,glaucione nery,0.016,leo morais,0.015,luizinho goebel,0.015,lazinho da fetegro,0.014,rosangela donadon,0.013,lebrao,0.012,solange pereira,0.011,romeu reolon,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00013/2012,https://www.arquivojudicial.com/processo/cw4z9ibKo,RO,ARIQUEMES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00015/2012,http://www.arquivojudicial.com/processo/cwbBfs9Dh/,RO,PRESIDENTE MÉDICI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00018/2012,https://pt.scribd.com/document/213612673/Jurisprudencia-Dano-Moral-Justica-Trabalho,RO,VILHENA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00019/2014,http://dallegrave.com/wp-content/uploads/2016/11/RC-ematra-17.ppt,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00019/2014,"http://www.oobservador.com.br/noticias/confira-a-7-pesquisa-para-deputado-federal-na-regiao-do-eixo-madeira,376.shtml",RO,RONDÔNIA,1,DF,1.0,,,agnaldo muniz,0.075,lindomar garçom,0.067,edgar do boi,0.056,amir lando,0.045,flavio lemos,0.037,guilherme erse,0.035,fatima cleide,0.035,everaldo fogaça,0.029,odacir soares,0.024,luiz claudio,0.021,marinha raupp,0.021,mariana carvalho,0.021,nilton capixaba,0.019,expedito neto,0.019,roberto sobrinho,0.019,sheila cassol,0.016,itamar da cut,0.016,jose bianco,0.016,marcio martins,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00020/2012,https://www.arquivojudicial.com/processo/cA1Ibn9Kq,RO,MACHADINHO DO OESTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00023/2012,http://livrozilla.com/doc/751510/universidade-federal-de-santa-catarina-centro-de-ci%C3%AAncias...,RO,ALTO PARAÍSO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00026/2014,http://www.comando190.com.br/noticias/em-nova-pesquisa-expedito-aparece-com-quase-14-frente-de-confcio-moura-confira/4142,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.323,confucio moura,0.187,jagueline cassol,0.145,padre ton,0.113,pimenta de rondonia,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00026/2014,https://ariquemes190.com.br/noticia.php?id=24259,RO,RONDÔNIA,1,DE,1.0,,,rosangela donador,0.144,luizinho gaebel,0.116,ezeequiel neiva,0.077,vanderley graebin,0.067,caetano neto,0.05,euclides maciel,0.038,dr. Ademir,0.038,anedino da farmacia,0.038,cleiton roque,0.029,carlao da radio,0.029,lucia tereza,0.029,cabo zilda,0.029,glaucione,0.019,maurao de carvalho,0.019,madalena,0.019,paulo marquezini,0.019,ailton gurgack,0.019,hevert bueno,0.019,ilza enfermagem,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-00026/2014,https://ariquemes190.com.br/noticia.php?id=24293,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
